,k,date,value,var,type
721,Sutton Place,2025-07-01,80958.44625711326,price,trend
722,Sutton Place,2025-10-01,81254.41631160576,price,trend
723,Sutton Place,2026-01-01,81971.30090247506,price,trend
724,Sutton Place,2026-04-01,83211.94662039517,price,trend
725,Sutton Place,2026-07-01,83486.61147835055,price,trend
726,Sutton Place,2026-10-01,83798.37370490235,price,trend
727,Sutton Place,2027-01-01,84116.29612565541,price,trend
728,Sutton Place,2027-04-01,84452.94004158443,price,trend
729,Sutton Place,2027-07-01,84798.82062879173,price,trend
730,Sutton Place,2027-10-01,85162.47417448484,price,trend
731,Sutton Place,2028-01-01,85538.0629380669,price,trend
732,Sutton Place,2028-04-01,85930.80337358025,price,trend
733,Sutton Place,2028-07-01,86336.47987301402,price,trend
734,Sutton Place,2028-10-01,86758.43598068807,price,trend
735,Turks (Approx) - Miami S. Beach 5 stars,2023-10-01,451573.0711,price,trend
736,Turks (Approx) - Miami S. Beach 5 stars,2024-01-01,452051.28583743895,price,trend
737,Turks (Approx) - Miami S. Beach 5 stars,2024-04-01,448877.02011732425,price,trend
738,Turks (Approx) - Miami S. Beach 5 stars,2024-07-01,448711.85816393705,price,trend
739,Turks (Approx) - Miami S. Beach 5 stars,2024-10-01,449212.61680694664,price,trend
740,Turks (Approx) - Miami S. Beach 5 stars,2025-01-01,448864.9217644513,price,trend
741,Turks (Approx) - Miami S. Beach 5 stars,2025-04-01,448701.32567311096,price,trend
742,Turks (Approx) - Miami S. Beach 5 stars,2025-07-01,448431.1215799207,price,trend
743,Turks (Approx) - Miami S. Beach 5 stars,2025-10-01,448995.17283911747,price,trend
744,Turks (Approx) - Miami S. Beach 5 stars,2026-01-01,451864.28172822203,price,trend
745,Turks (Approx) - Miami S. Beach 5 stars,2026-04-01,455342.42840620864,price,trend
746,Turks (Approx) - Miami S. Beach 5 stars,2026-07-01,456278.73799787543,price,trend
747,Turks (Approx) - Miami S. Beach 5 stars,2026-10-01,457538.38795454113,price,trend
748,Turks (Approx) - Miami S. Beach 5 stars,2027-01-01,458909.61455881613,price,trend
749,Turks (Approx) - Miami S. Beach 5 stars,2027-04-01,460567.6108238905,price,trend
750,Turks (Approx) - Miami S. Beach 5 stars,2027-07-01,462363.90535584075,price,trend
751,Turks (Approx) - Miami S. Beach 5 stars,2027-10-01,464406.89097384975,price,trend
752,Turks (Approx) - Miami S. Beach 5 stars,2028-01-01,466507.982582737,price,trend
753,Turks (Approx) - Miami S. Beach 5 stars,2028-04-01,468823.72335719725,price,trend
754,Turks (Approx) - Miami S. Beach 5 stars,2028-07-01,471238.13432136696,price,trend
755,Turks (Approx) - Miami S. Beach 5 stars,2028-10-01,473672.32278278534,price,trend
756,el retiro Farm,2023-10-01,,price,trend
757,el retiro Farm,2024-01-01,,price,trend
758,el retiro Farm,2024-04-01,,price,trend
759,el retiro Farm,2024-07-01,,price,trend
760,el retiro Farm,2024-10-01,,price,trend
761,el retiro Farm,2025-01-01,,price,trend
762,el retiro Farm,2025-04-01,,price,trend
763,el retiro Farm,2025-07-01,,price,trend
764,el retiro Farm,2025-10-01,,price,trend
765,el retiro Farm,2026-01-01,,price,trend
766,el retiro Farm,2026-04-01,,price,trend
767,el retiro Farm,2026-07-01,,price,trend
768,el retiro Farm,2026-10-01,,price,trend
769,el retiro Farm,2027-01-01,,price,trend
770,el retiro Farm,2027-04-01,,price,trend
771,el retiro Farm,2027-07-01,,price,trend
772,el retiro Farm,2027-10-01,,price,trend
773,el retiro Farm,2028-01-01,,price,trend
774,el retiro Farm,2028-04-01,,price,trend
775,el retiro Farm,2028-07-01,,price,trend
776,el retiro Farm,2028-10-01,,price,trend
777,la moraleja Property,2023-10-01,,price,trend
778,la moraleja Property,2024-01-01,,price,trend
779,la moraleja Property,2024-04-01,,price,trend
780,la moraleja Property,2024-07-01,,price,trend
781,la moraleja Property,2024-10-01,,price,trend
782,la moraleja Property,2025-01-01,,price,trend
783,la moraleja Property,2025-04-01,,price,trend
784,la moraleja Property,2025-07-01,,price,trend
785,la moraleja Property,2025-10-01,,price,trend
786,la moraleja Property,2026-01-01,,price,trend
787,la moraleja Property,2026-04-01,,price,trend
788,la moraleja Property,2026-07-01,,price,trend
789,la moraleja Property,2026-10-01,,price,trend
790,la moraleja Property,2027-01-01,,price,trend
791,la moraleja Property,2027-04-01,,price,trend
792,la moraleja Property,2027-07-01,,price,trend
793,la moraleja Property,2027-10-01,,price,trend
794,la moraleja Property,2028-01-01,,price,trend
795,la moraleja Property,2028-04-01,,price,trend
796,la moraleja Property,2028-07-01,,price,trend
797,la moraleja Property,2028-10-01,,price,trend
798,la volcana Apartments,2023-10-01,,price,trend
799,la volcana Apartments,2024-01-01,,price,trend
800,la volcana Apartments,2024-04-01,,price,trend
801,la volcana Apartments,2024-07-01,,price,trend
802,la volcana Apartments,2024-10-01,,price,trend
803,la volcana Apartments,2025-01-01,,price,trend
804,la volcana Apartments,2025-04-01,,price,trend
805,la volcana Apartments,2025-07-01,,price,trend
806,la volcana Apartments,2025-10-01,,price,trend
807,la volcana Apartments,2026-01-01,,price,trend
808,la volcana Apartments,2026-04-01,,price,trend
809,la volcana Apartments,2026-07-01,,price,trend
810,la volcana Apartments,2026-10-01,,price,trend
811,la volcana Apartments,2027-01-01,,price,trend
812,la volcana Apartments,2027-04-01,,price,trend
813,la volcana Apartments,2027-07-01,,price,trend
814,la volcana Apartments,2027-10-01,,price,trend
815,la volcana Apartments,2028-01-01,,price,trend
816,la volcana Apartments,2028-04-01,,price,trend
817,la volcana Apartments,2028-07-01,,price,trend
818,la volcana Apartments,2028-10-01,,price,trend
819,lagasca Property,2023-10-01,,price,trend
820,lagasca Property,2024-01-01,,price,trend
821,lagasca Property,2024-04-01,,price,trend
822,lagasca Property,2024-07-01,,price,trend
823,lagasca Property,2024-10-01,,price,trend
824,lagasca Property,2025-01-01,,price,trend
825,lagasca Property,2025-04-01,,price,trend
826,lagasca Property,2025-07-01,,price,trend
827,lagasca Property,2025-10-01,,price,trend
828,lagasca Property,2026-01-01,,price,trend
829,lagasca Property,2026-04-01,,price,trend
830,lagasca Property,2026-07-01,,price,trend
831,lagasca Property,2026-10-01,,price,trend
832,lagasca Property,2027-01-01,,price,trend
833,lagasca Property,2027-04-01,,price,trend
834,lagasca Property,2027-07-01,,price,trend
835,lagasca Property,2027-10-01,,price,trend
836,lagasca Property,2028-01-01,,price,trend
837,lagasca Property,2028-04-01,,price,trend
838,lagasca Property,2028-07-01,,price,trend
839,lagasca Property,2028-10-01,,price,trend
840,Patricia Manor Place,2023-10-01,74740.7804,price,upside
841,Patricia Manor Place,2024-01-01,74868.5741522602,price,upside
842,Patricia Manor Place,2024-04-01,73182.65966880771,price,upside
843,Patricia Manor Place,2024-07-01,72871.57868201227,price,upside
844,Patricia Manor Place,2024-10-01,73033.91536629669,price,upside
845,Patricia Manor Place,2025-01-01,73104.79264420946,price,upside
846,Patricia Manor Place,2025-04-01,73102.07829084196,price,upside
847,Patricia Manor Place,2025-07-01,73041.8906192168,price,upside
848,Patricia Manor Place,2025-10-01,72964.03434326216,price,upside
849,Patricia Manor Place,2026-01-01,72937.77580798262,price,upside
850,Patricia Manor Place,2026-04-01,74303.90097818236,price,upside
851,Patricia Manor Place,2026-07-01,75715.02751064248,price,upside
852,Patricia Manor Place,2026-10-01,75793.35496221345,price,upside
853,Patricia Manor Place,2027-01-01,75874.27636630068,price,upside
854,Patricia Manor Place,2027-04-01,75968.34408345133,price,upside
855,Patricia Manor Place,2027-07-01,76073.08937482587,price,upside
856,Patricia Manor Place,2027-10-01,76188.55884461784,price,upside
857,Patricia Manor Place,2028-01-01,76317.50839692156,price,upside
858,Patricia Manor Place,2028-04-01,76459.19918280923,price,upside
859,Patricia Manor Place,2028-07-01,76610.59815965156,price,upside
860,Patricia Manor Place,2028-10-01,76780.50798528567,price,upside
861,Regency - Tanglewood - Marquee - Wildwood,2023-10-01,75850.7831,price,upside
862,Regency - Tanglewood - Marquee - Wildwood,2024-01-01,75899.7648,price,upside
863,Regency - Tanglewood - Marquee - Wildwood,2024-04-01,75405.1045,price,upside
864,Regency - Tanglewood - Marquee - Wildwood,2024-07-01,75457.43989999998,price,upside
865,Regency - Tanglewood - Marquee - Wildwood,2024-10-01,75910.1862,price,upside
866,Regency - Tanglewood - Marquee - Wildwood,2025-01-01,76258.9515,price,upside
867,Regency - Tanglewood - Marquee - Wildwood,2025-04-01,76471.5923,price,upside
868,Regency - Tanglewood - Marquee - Wildwood,2025-07-01,76609.39400000001,price,upside
869,Regency - Tanglewood - Marquee - Wildwood,2025-10-01,76727.02330000003,price,upside
870,Regency - Tanglewood - Marquee - Wildwood,2026-01-01,76863.53430000003,price,upside
871,Regency - Tanglewood - Marquee - Wildwood,2026-04-01,78244.23670000004,price,upside
872,Regency - Tanglewood - Marquee - Wildwood,2026-07-01,79633.34900000005,price,upside
873,Regency - Tanglewood - Marquee - Wildwood,2026-10-01,79752.99380000004,price,upside
874,Regency - Tanglewood - Marquee - Wildwood,2027-01-01,79899.25340000005,price,upside
875,Regency - Tanglewood - Marquee - Wildwood,2027-04-01,80055.14220000006,price,upside
876,Regency - Tanglewood - Marquee - Wildwood,2027-07-01,80235.26800000005,price,upside
877,Regency - Tanglewood - Marquee - Wildwood,2027-10-01,80431.59150000004,price,upside
878,Regency - Tanglewood - Marquee - Wildwood,2028-01-01,80655.76480000003,price,upside
879,Regency - Tanglewood - Marquee - Wildwood,2028-04-01,80880.06510000005,price,upside
880,Regency - Tanglewood - Marquee - Wildwood,2028-07-01,81114.83950000005,price,upside
881,Regency - Tanglewood - Marquee - Wildwood,2028-10-01,81360.46690000003,price,upside
882,Sutton Place,2023-10-01,84325.743,price,upside
883,Sutton Place,2024-01-01,84469.92537343023,price,upside
884,Sutton Place,2024-04-01,82567.80459424188,price,upside
885,Sutton Place,2024-07-01,82216.82972878948,price,upside
886,Sutton Place,2024-10-01,82399.98491455523,price,upside
887,Sutton Place,2025-01-01,82479.95168891623,price,upside
888,Sutton Place,2025-04-01,82476.88923943078,price,upside
889,Sutton Place,2025-07-01,82408.98293577608,price,upside
890,Sutton Place,2025-10-01,82321.14215752955,price,upside
891,Sutton Place,2026-01-01,82291.51615569108,price,upside
892,Sutton Place,2026-04-01,83832.83696330864,price,upside
893,Sutton Place,2026-07-01,85424.93023126591,price,upside
894,Sutton Place,2026-10-01,85513.30260998165,price,upside
895,Sutton Place,2027-01-01,85604.60159679635,price,upside
896,Sutton Place,2027-04-01,85710.73281590578,price,upside
897,Sutton Place,2027-07-01,85828.91093063293,price,upside
898,Sutton Place,2027-10-01,85959.18852182096,price,upside
899,Sutton Place,2028-01-01,86104.67491826123,price,upside
900,Sutton Place,2028-04-01,86264.53651901367,price,upside
901,Sutton Place,2028-07-01,86435.35131574637,price,upside
902,Sutton Place,2028-10-01,86627.05084327226,price,upside
903,Turks (Approx) - Miami S. Beach 5 stars,2023-10-01,451573.0711,price,upside
904,Turks (Approx) - Miami S. Beach 5 stars,2024-01-01,452051.28583743895,price,upside
905,Turks (Approx) - Miami S. Beach 5 stars,2024-04-01,451035.98773598025,price,upside
906,Turks (Approx) - Miami S. Beach 5 stars,2024-07-01,453173.7447930879,price,upside
907,Turks (Approx) - Miami S. Beach 5 stars,2024-10-01,456245.8716775621,price,upside
908,Turks (Approx) - Miami S. Beach 5 stars,2025-01-01,457708.1204531673,price,upside
909,Turks (Approx) - Miami S. Beach 5 stars,2025-04-01,457910.0439648269,price,upside
910,Turks (Approx) - Miami S. Beach 5 stars,2025-07-01,456894.5831105084,price,upside
911,Turks (Approx) - Miami S. Beach 5 stars,2025-10-01,455433.0649664465,price,upside
912,Turks (Approx) - Miami S. Beach 5 stars,2026-01-01,454250.3800370748,price,upside
913,Turks (Approx) - Miami S. Beach 5 stars,2026-04-01,459808.81620572816,price,upside
914,Turks (Approx) - Miami S. Beach 5 stars,2026-07-01,467736.35852359707,price,upside
915,Turks (Approx) - Miami S. Beach 5 stars,2026-10-01,467942.42267096316,price,upside
916,Turks (Approx) - Miami S. Beach 5 stars,2027-01-01,468268.22618535813,price,upside
917,Turks (Approx) - Miami S. Beach 5 stars,2027-04-01,468856.5316211845,price,upside
918,Turks (Approx) - Miami S. Beach 5 stars,2027-07-01,469581.18736339937,price,upside
919,Turks (Approx) - Miami S. Beach 5 stars,2027-10-01,470510.43174413993,price,upside
920,Turks (Approx) - Miami S. Beach 5 stars,2028-01-01,471482.5523315133,price,upside
921,Turks (Approx) - Miami S. Beach 5 stars,2028-04-01,472666.59168081713,price,upside
922,Turks (Approx) - Miami S. Beach 5 stars,2028-07-01,473920.5790478752,price,upside
923,Turks (Approx) - Miami S. Beach 5 stars,2028-10-01,475212.0145014562,price,upside
924,el retiro Farm,2023-10-01,,price,upside
925,el retiro Farm,2024-01-01,,price,upside
926,el retiro Farm,2024-04-01,,price,upside
927,el retiro Farm,2024-07-01,,price,upside
928,el retiro Farm,2024-10-01,,price,upside
929,el retiro Farm,2025-01-01,,price,upside
930,el retiro Farm,2025-04-01,,price,upside
931,el retiro Farm,2025-07-01,,price,upside
932,el retiro Farm,2025-10-01,,price,upside
933,el retiro Farm,2026-01-01,,price,upside
934,el retiro Farm,2026-04-01,,price,upside
935,el retiro Farm,2026-07-01,,price,upside
936,el retiro Farm,2026-10-01,,price,upside
937,el retiro Farm,2027-01-01,,price,upside
938,el retiro Farm,2027-04-01,,price,upside
939,el retiro Farm,2027-07-01,,price,upside
940,el retiro Farm,2027-10-01,,price,upside
941,el retiro Farm,2028-01-01,,price,upside
942,el retiro Farm,2028-04-01,,price,upside
943,el retiro Farm,2028-07-01,,price,upside
944,el retiro Farm,2028-10-01,,price,upside
945,la moraleja Property,2023-10-01,,price,upside
946,la moraleja Property,2024-01-01,,price,upside
947,la moraleja Property,2024-04-01,,price,upside
948,la moraleja Property,2024-07-01,,price,upside
949,la moraleja Property,2024-10-01,,price,upside
950,la moraleja Property,2025-01-01,,price,upside
951,la moraleja Property,2025-04-01,,price,upside
952,la moraleja Property,2025-07-01,,price,upside
953,la moraleja Property,2025-10-01,,price,upside
954,la moraleja Property,2026-01-01,,price,upside
955,la moraleja Property,2026-04-01,,price,upside
956,la moraleja Property,2026-07-01,,price,upside
957,la moraleja Property,2026-10-01,,price,upside
958,la moraleja Property,2027-01-01,,price,upside
959,la moraleja Property,2027-04-01,,price,upside
960,la moraleja Property,2027-07-01,,price,upside
961,la moraleja Property,2027-10-01,,price,upside
962,la moraleja Property,2028-01-01,,price,upside
963,la moraleja Property,2028-04-01,,price,upside
964,la moraleja Property,2028-07-01,,price,upside
965,la moraleja Property,2028-10-01,,price,upside
966,la volcana Apartments,2023-10-01,,price,upside
967,la volcana Apartments,2024-01-01,,price,upside
968,la volcana Apartments,2024-04-01,,price,upside
969,la volcana Apartments,2024-07-01,,price,upside
970,la volcana Apartments,2024-10-01,,price,upside
971,la volcana Apartments,2025-01-01,,price,upside
972,la volcana Apartments,2025-04-01,,price,upside
973,la volcana Apartments,2025-07-01,,price,upside
974,la volcana Apartments,2025-10-01,,price,upside
975,la volcana Apartments,2026-01-01,,price,upside
976,la volcana Apartments,2026-04-01,,price,upside
977,la volcana Apartments,2026-07-01,,price,upside
978,la volcana Apartments,2026-10-01,,price,upside
979,la volcana Apartments,2027-01-01,,price,upside
980,la volcana Apartments,2027-04-01,,price,upside
981,la volcana Apartments,2027-07-01,,price,upside
982,la volcana Apartments,2027-10-01,,price,upside
983,la volcana Apartments,2028-01-01,,price,upside
984,la volcana Apartments,2028-04-01,,price,upside
985,la volcana Apartments,2028-07-01,,price,upside
986,la volcana Apartments,2028-10-01,,price,upside
987,lagasca Property,2023-10-01,,price,upside
988,lagasca Property,2024-01-01,,price,upside
989,lagasca Property,2024-04-01,,price,upside
990,lagasca Property,2024-07-01,,price,upside
991,lagasca Property,2024-10-01,,price,upside
992,lagasca Property,2025-01-01,,price,upside
993,lagasca Property,2025-04-01,,price,upside
994,lagasca Property,2025-07-01,,price,upside
995,lagasca Property,2025-10-01,,price,upside
996,lagasca Property,2026-01-01,,price,upside
997,lagasca Property,2026-04-01,,price,upside
998,lagasca Property,2026-07-01,,price,upside
999,lagasca Property,2026-10-01,,price,upside
1000,lagasca Property,2027-01-01,,price,upside
1001,lagasca Property,2027-04-01,,price,upside
1002,lagasca Property,2027-07-01,,price,upside
1003,lagasca Property,2027-10-01,,price,upside
1004,lagasca Property,2028-01-01,,price,upside
1005,lagasca Property,2028-04-01,,price,upside
1006,lagasca Property,2028-07-01,,price,upside
1007,lagasca Property,2028-10-01,,price,upside
1008,Patricia Manor Place,2023-10-01,882.841639085221,r,depression
1009,Patricia Manor Place,2024-01-01,883.2720559204683,r,depression
1010,Patricia Manor Place,2024-04-01,876.4630756478097,r,depression
1011,Patricia Manor Place,2024-07-01,862.0174941050865,r,depression
1012,Patricia Manor Place,2024-10-01,849.0995865535364,r,depression
1013,Patricia Manor Place,2025-01-01,843.8200233877151,r,depression
1014,Patricia Manor Place,2025-04-01,840.1521660561291,r,depression
1015,Patricia Manor Place,2025-07-01,832.2309357845287,r,depression
1016,Patricia Manor Place,2025-10-01,825.0256223972422,r,depression
1017,Patricia Manor Place,2026-01-01,825.4759336129638,r,depression
1018,Patricia Manor Place,2026-04-01,827.1303949934772,r,depression
1019,Patricia Manor Place,2026-07-01,823.5557266501378,r,depression
1020,Patricia Manor Place,2026-10-01,820.5908133944201,r,depression
1021,Patricia Manor Place,2027-01-01,825.1871109127777,r,depression
1022,Patricia Manor Place,2027-04-01,830.8434846855373,r,depression
1023,Patricia Manor Place,2027-07-01,831.9014334795089,r,depression
1024,Patricia Manor Place,2027-10-01,832.60085463518,r,depression
1025,Patricia Manor Place,2028-01-01,840.3803560348964,r,depression
1026,Patricia Manor Place,2028-04-01,848.2862226211347,r,depression
1027,Patricia Manor Place,2028-07-01,850.7223992947607,r,depression
1028,Patricia Manor Place,2028-10-01,852.2195039013393,r,depression
1029,Regency - Tanglewood - Marquee - Wildwood,2023-10-01,910.265499831922,r,depression
1030,Regency - Tanglewood - Marquee - Wildwood,2024-01-01,910.2580543821099,r,depression
1031,Regency - Tanglewood - Marquee - Wildwood,2024-04-01,921.1466994521782,r,depression
1032,Regency - Tanglewood - Marquee - Wildwood,2024-07-01,910.061027345015,r,depression
1033,Regency - Tanglewood - Marquee - Wildwood,2024-10-01,898.212974641957,r,depression
1034,Regency - Tanglewood - Marquee - Wildwood,2025-01-01,896.9338435567043,r,depression
1035,Regency - Tanglewood - Marquee - Wildwood,2025-04-01,899.751573570364,r,depression
1036,Regency - Tanglewood - Marquee - Wildwood,2025-07-01,892.2258677992794,r,depression
1037,Regency - Tanglewood - Marquee - Wildwood,2025-10-01,884.4118711998202,r,depression
1038,Regency - Tanglewood - Marquee - Wildwood,2026-01-01,887.1479271966576,r,depression
1039,Regency - Tanglewood - Marquee - Wildwood,2026-04-01,893.8036284379194,r,depression
1040,Regency - Tanglewood - Marquee - Wildwood,2026-07-01,890.1542964075799,r,depression
1041,Regency - Tanglewood - Marquee - Wildwood,2026-10-01,886.0498426619558,r,depression
1042,Regency - Tanglewood - Marquee - Wildwood,2027-01-01,892.8935365683942,r,depression
1043,Regency - Tanglewood - Marquee - Wildwood,2027-04-01,903.0353158616348,r,depression
1044,Regency - Tanglewood - Marquee - Wildwood,2027-07-01,902.9135724605173,r,depression
1045,Regency - Tanglewood - Marquee - Wildwood,2027-10-01,901.1158081225055,r,depression
1046,Regency - Tanglewood - Marquee - Wildwood,2028-01-01,909.8605296619695,r,depression
1047,Regency - Tanglewood - Marquee - Wildwood,2028-04-01,921.6091762889358,r,depression
1048,Regency - Tanglewood - Marquee - Wildwood,2028-07-01,922.0153153427144,r,depression
1049,Regency - Tanglewood - Marquee - Wildwood,2028-10-01,920.9115294646891,r,depression
1050,Sutton Place,2023-10-01,842.8843412202657,r,depression
1051,Sutton Place,2024-01-01,843.2952774454799,r,depression
1052,Sutton Place,2024-04-01,836.7944707351751,r,depression
1053,Sutton Place,2024-07-01,823.0026943359577,r,depression
1054,Sutton Place,2024-10-01,810.6694496015853,r,depression
1055,Sutton Place,2025-01-01,805.628838778601,r,depression
1056,Sutton Place,2025-04-01,802.1269881932263,r,depression
1057,Sutton Place,2025-07-01,794.5642717744016,r,depression
1058,Sutton Place,2025-10-01,787.6850699347358,r,depression
1059,Sutton Place,2026-01-01,788.1150001233492,r,depression
1060,Sutton Place,2026-04-01,789.694580796768,r,depression
1061,Sutton Place,2026-07-01,786.2817014781413,r,depression
1062,Sutton Place,2026-10-01,783.4509798111044,r,depression
1063,Sutton Place,2027-01-01,787.8392495010428,r,depression
1064,Sutton Place,2027-04-01,793.2396165318595,r,depression
1065,Sutton Place,2027-07-01,794.2496827008902,r,depression
1066,Sutton Place,2027-10-01,794.9174481459411,r,depression
1067,Sutton Place,2028-01-01,802.3448503232065,r,depression
1068,Sutton Place,2028-04-01,809.8928984150723,r,depression
1069,Sutton Place,2028-07-01,812.2188140490167,r,depression
1070,Sutton Place,2028-10-01,813.6481598956414,r,depression
1071,Turks (Approx) - Miami S. Beach 5 stars,2023-10-01,5015.261253065663,r,depression
1072,Turks (Approx) - Miami S. Beach 5 stars,2024-01-01,5015.150633397564,r,depression
1073,Turks (Approx) - Miami S. Beach 5 stars,2024-04-01,4914.241851294899,r,depression
1074,Turks (Approx) - Miami S. Beach 5 stars,2024-07-01,4872.685712369534,r,depression
1075,Turks (Approx) - Miami S. Beach 5 stars,2024-10-01,4876.932928072964,r,depression
1076,Turks (Approx) - Miami S. Beach 5 stars,2025-01-01,4759.506420698165,r,depression
1077,Turks (Approx) - Miami S. Beach 5 stars,2025-04-01,4671.292390458683,r,depression
1078,Turks (Approx) - Miami S. Beach 5 stars,2025-07-01,4699.865573038345,r,depression
1079,Turks (Approx) - Miami S. Beach 5 stars,2025-10-01,4447.725943692518,r,depression
1080,Turks (Approx) - Miami S. Beach 5 stars,2026-01-01,4455.422818209118,r,depression
1081,Turks (Approx) - Miami S. Beach 5 stars,2026-04-01,4568.363415274984,r,depression
1082,Turks (Approx) - Miami S. Beach 5 stars,2026-07-01,4600.4787761330845,r,depression
1083,Turks (Approx) - Miami S. Beach 5 stars,2026-10-01,4533.331580536048,r,depression
1084,Turks (Approx) - Miami S. Beach 5 stars,2027-01-01,4606.915213197494,r,depression
1085,Turks (Approx) - Miami S. Beach 5 stars,2027-04-01,4667.516456755289,r,depression
1086,Turks (Approx) - Miami S. Beach 5 stars,2027-07-01,4678.3540930551235,r,depression
1087,Turks (Approx) - Miami S. Beach 5 stars,2027-10-01,4682.316657982552,r,depression
1088,Turks (Approx) - Miami S. Beach 5 stars,2028-01-01,4734.753065518613,r,depression
1089,Turks (Approx) - Miami S. Beach 5 stars,2028-04-01,4794.044653680585,r,depression
1090,Turks (Approx) - Miami S. Beach 5 stars,2028-07-01,4794.256831949306,r,depression
1091,Turks (Approx) - Miami S. Beach 5 stars,2028-10-01,4783.538383821078,r,depression
1092,el retiro Farm,2023-10-01,,r,depression
1093,el retiro Farm,2024-01-01,,r,depression
1094,el retiro Farm,2024-04-01,,r,depression
1095,el retiro Farm,2024-07-01,,r,depression
1096,el retiro Farm,2024-10-01,,r,depression
1097,el retiro Farm,2025-01-01,,r,depression
1098,el retiro Farm,2025-04-01,,r,depression
1099,el retiro Farm,2025-07-01,,r,depression
1100,el retiro Farm,2025-10-01,,r,depression
1101,el retiro Farm,2026-01-01,,r,depression
1102,el retiro Farm,2026-04-01,,r,depression
1103,el retiro Farm,2026-07-01,,r,depression
1104,el retiro Farm,2026-10-01,,r,depression
1105,el retiro Farm,2027-01-01,,r,depression
1106,el retiro Farm,2027-04-01,,r,depression
1107,el retiro Farm,2027-07-01,,r,depression
1108,el retiro Farm,2027-10-01,,r,depression
1109,el retiro Farm,2028-01-01,,r,depression
1110,el retiro Farm,2028-04-01,,r,depression
1111,el retiro Farm,2028-07-01,,r,depression
1112,el retiro Farm,2028-10-01,,r,depression
1113,la moraleja Property,2023-10-01,,r,depression
1114,la moraleja Property,2024-01-01,,r,depression
1115,la moraleja Property,2024-04-01,,r,depression
1116,la moraleja Property,2024-07-01,,r,depression
1117,la moraleja Property,2024-10-01,,r,depression
1118,la moraleja Property,2025-01-01,,r,depression
1119,la moraleja Property,2025-04-01,,r,depression
1120,la moraleja Property,2025-07-01,,r,depression
1121,la moraleja Property,2025-10-01,,r,depression
1122,la moraleja Property,2026-01-01,,r,depression
1123,la moraleja Property,2026-04-01,,r,depression
1124,la moraleja Property,2026-07-01,,r,depression
1125,la moraleja Property,2026-10-01,,r,depression
1126,la moraleja Property,2027-01-01,,r,depression
1127,la moraleja Property,2027-04-01,,r,depression
1128,la moraleja Property,2027-07-01,,r,depression
1129,la moraleja Property,2027-10-01,,r,depression
1130,la moraleja Property,2028-01-01,,r,depression
1131,la moraleja Property,2028-04-01,,r,depression
1132,la moraleja Property,2028-07-01,,r,depression
1133,la moraleja Property,2028-10-01,,r,depression
1134,la volcana Apartments,2023-10-01,,r,depression
1135,la volcana Apartments,2024-01-01,,r,depression
1136,la volcana Apartments,2024-04-01,,r,depression
1137,la volcana Apartments,2024-07-01,,r,depression
1138,la volcana Apartments,2024-10-01,,r,depression
1139,la volcana Apartments,2025-01-01,,r,depression
1140,la volcana Apartments,2025-04-01,,r,depression
1141,la volcana Apartments,2025-07-01,,r,depression
1142,la volcana Apartments,2025-10-01,,r,depression
1143,la volcana Apartments,2026-01-01,,r,depression
1144,la volcana Apartments,2026-04-01,,r,depression
1145,la volcana Apartments,2026-07-01,,r,depression
1146,la volcana Apartments,2026-10-01,,r,depression
1147,la volcana Apartments,2027-01-01,,r,depression
1148,la volcana Apartments,2027-04-01,,r,depression
1149,la volcana Apartments,2027-07-01,,r,depression
1150,la volcana Apartments,2027-10-01,,r,depression
1151,la volcana Apartments,2028-01-01,,r,depression
1152,la volcana Apartments,2028-04-01,,r,depression
1153,la volcana Apartments,2028-07-01,,r,depression
1154,la volcana Apartments,2028-10-01,,r,depression
1155,lagasca Property,2023-10-01,,r,depression
1156,lagasca Property,2024-01-01,,r,depression
1157,lagasca Property,2024-04-01,,r,depression
1158,lagasca Property,2024-07-01,,r,depression
1159,lagasca Property,2024-10-01,,r,depression
1160,lagasca Property,2025-01-01,,r,depression
1161,lagasca Property,2025-04-01,,r,depression
1162,lagasca Property,2025-07-01,,r,depression
1163,lagasca Property,2025-10-01,,r,depression
1164,lagasca Property,2026-01-01,,r,depression
1165,lagasca Property,2026-04-01,,r,depression
1166,lagasca Property,2026-07-01,,r,depression
1167,lagasca Property,2026-10-01,,r,depression
1168,lagasca Property,2027-01-01,,r,depression
1169,lagasca Property,2027-04-01,,r,depression
1170,lagasca Property,2027-07-01,,r,depression
1171,lagasca Property,2027-10-01,,r,depression
1172,lagasca Property,2028-01-01,,r,depression
1173,lagasca Property,2028-04-01,,r,depression
1174,lagasca Property,2028-07-01,,r,depression
1175,lagasca Property,2028-10-01,,r,depression
1176,Patricia Manor Place,2023-10-01,882.841639085221,r,downside
1177,Patricia Manor Place,2024-01-01,883.2720559204683,r,downside
1178,Patricia Manor Place,2024-04-01,880.6861754733629,r,downside
1179,Patricia Manor Place,2024-07-01,869.7509449075063,r,downside
1180,Patricia Manor Place,2024-10-01,859.5956791750726,r,downside
1181,Patricia Manor Place,2025-01-01,857.2533947748857,r,downside
1182,Patricia Manor Place,2025-04-01,856.7750295705986,r,downside
1183,Patricia Manor Place,2025-07-01,852.7065535919495,r,downside
1184,Patricia Manor Place,2025-10-01,849.5006075486376,r,downside
1185,Patricia Manor Place,2026-01-01,853.9091724140017,r,downside
1186,Patricia Manor Place,2026-04-01,859.2898142684112,r,downside
